Version,id
20.0,865176517
20.1,867543693
20.2,868459792
20.3,869242381
20.5,869979757
20.6,871271086
20.7,871533797
20.8,871683557
20.9,871754741
21.0,872185549
21.1,872415765
21.2,873680773
21.3,873990753
21.5,876260530
21.6,876888701
21.7,877844804
21.8,877973296
21.9,883121954
null,null
22.0,886584484
22.1,886892988
22.2,886936661
22.3,887249207
22.5,887344906
22.6,887361728
22.7,887451487
